Naam,Pesar,Dokhtar,Rate
آرشا,1.0,,معمولي
آرشاك,1.0,,بسيار نادر
آرشام,1.0,,معمولي
آرشامه,1.0,,بسيار نادر
آرشان,1.0,,معمولي
آرشاوير,1.0,,بسيار نادر
آرشيدا,,1.0,معمولي
آرشين,,1.0,معمولي
آركا,1.0,,بسيار نادر
آرگون,,1.0,معمولي
آرمان,1.0,,پركاربرد
آرمانا,,1.0,معمولي
آرمتي,,1.0,بسيار نادر
آرمناك,1.0,,بسيار نادر
آرمه,,1.0,معمولي
آرميا,1.0,,معمولي
آرميتا,,1.0,معمولي
آرميتان,,1.0,معمولي
آرميتي,,1.0,بسيار نادر
آرميدخت,,1.0,معمولي
آرميس,,1.0,معمولي
آرميلا,,1.0,معمولي
آرمين,1.0,,پركاربرد
آرمينا,,1.0,معمولي
آرميندخت,,1.0,معمولي
آرمينه,,1.0,بسيار نادر
آرميني,1.0,,بسيار نادر
آرنا,1.0,,بسيار نادر
آرنوش,,1.0,معمولي
آرنوشا,,1.0,معمولي
آرنيكا,,1.0,بسيار نادر
آروا,,1.0,بسيار نادر
آروشا,1.0,1.0,معمولي
آروكو,1.0,,بسيار نادر
آرويج,1.0,,بسيار نادر
آرويشه,,1.0,بسيار نادر
آروين,1.0,,بسيار نادر
آري,1.0,,بسيار نادر
آريا,1.0,,پركاربرد
آرياباد,1.0,,بسيار نادر
آريابان,1.0,,بسيار نادر
آريابد,1.0,,بسيار نادر
آريابرز,1.0,,بسيار نادر
آريادخت,,1.0,معمولي
آرياراد,1.0,,بسيار نادر
آريارامنه,1.0,,بسيار نادر
آريارمن,1.0,,بسيار نادر
آرياز,1.0,,بسيار نادر
آرياسب,1.0,,بسيار نادر
آريافر,1.0,,بسيار نادر
آرياك,1.0,,بسيار نادر
آرياگيو,1.0,,بسيار نادر
آريامن,1.0,,بسيار نادر
آريامنش,1.0,,بسيار نادر
آريامهر,1.0,,بسيار نادر
آريان,1.0,1.0,بسيار نادر
آريانا,1.0,1.0,معمولي
آرياناز,,1.0,معمولي
آريانوش,,1.0,معمولي
آريتما,1.0,,بسيار نادر
آريز,1.0,,بسيار نادر
آريژه,,1.0,بسيار نادر
آريس,1.0,,معمولي
آريسا,,1.0,معمولي
آريسان,,1.0,بسيار نادر
آريستا,1.0,1.0,بسيار نادر
آريسته,1.0,,معمولي
آريشيدا,,1.0,بسيار نادر
آرين,1.0,,پركاربرد
آرينا,,1.0,معمولي
آريندخت,,1.0,معمولي
آريو,1.0,,بسيار نادر
آريوبَرزَن,1.0,,بسيار نادر
آريوبرزن,1.0,,بسيار نادر
آريوبرزين,1.0,,بسيار نادر
آريوداد,1.0,,بسيار نادر
آريوراد,1.0,,بسيار نادر
آريه,1.0,,بسيار نادر
آزا,1.0,,بسيار نادر
آزاد,1.0,,بسيار نادر
آزاد منش,1.0,,معمولي
آزادبه,1.0,,معمولي
آزادچهر,,1.0,معمولي
آزاددخت,,1.0,معمولي
آزادسرو,1.0,,بسيار نادر
آزادفروز,1.0,,بسيار نادر
آزادمهر,1.0,,معمولي
آزاده,,1.0,معمولي
آزاده خوي,,1.0,بسيار نادر
آزاله,,1.0,بسيار نادر
آزاليا,,1.0,بسيار نادر
آزر,1.0,,بسيار نادر
آزران,1.0,,بسيار نادر
آزرم,,1.0,بسيار نادر
آزرم خاتون,,1.0,بسيار نادر
آزرمدخت,,1.0,معمولي
آزرمگان,1.0,,بسيار نادر
آزرميدخت,,1.0,بسيار نادر
آزيتا,,1.0,معمولي
آزين,,1.0,معمولي
آژمان,1.0,,بسيار نادر
آژند,1.0,1.0,بسيار نادر
آژنگ,1.0,,معمولي
آسا,1.0,1.0,معمولي
آسادخت,,1.0,معمولي
آساره,,1.0,بسيار نادر
آسام,1.0,,بسيار نادر
آسانا,,1.0,معمولي
آسايش,1.0,,معمولي
آسپاداس,1.0,,بسيار نادر
آسپيان,1.0,,بسيار نادر
آستياژ,1.0,,بسيار نادر
آستياك,1.0,,بسيار نادر
آسدين,1.0,,بسيار نادر
آسكي,,1.0,بسيار نادر
آسمان,,1.0,معمولي
آسمانهور,,1.0,بسيار نادر
آسنا,,1.0,بسيار نادر
آسنات,,1.0,بسيار نادر
آسو,1.0,1.0,بسيار نادر
آسودا,,1.0,معمولي
آسوده,,1.0,معمولي
آسيا,,1.0,بسيار نادر
آسيدات,1.0,,بسيار نادر
آسيداد,1.0,,بسيار نادر
آسيمن,,1.0,بسيار نادر
آسيه,,1.0,معمولي
آشتي,,1.0,بسيار نادر
آشر,1.0,,بسيار نادر
آشنا,,1.0,معمولي
آشوب,,1.0,بسيار نادر
آشور,1.0,,بسيار نادر
آشورينا,,1.0,بسيار نادر
آشيان,,1.0,معمولي
آشينا,1.0,,معمولي
آصف,1.0,,بسيار نادر
آصفه,,1.0,بسيار نادر
آطوسا,,1.0,بسيار نادر
آغابانو,,1.0,بسيار نادر
آفاق,,1.0,بسيار نادر
آفت,,1.0,بسيار نادر
آفتاب,,1.0,معمولي
آفتابدخت,,1.0,معمولي
آفريدون,1.0,,بسيار نادر
آفريده,,1.0,معمولي
آفرين,,1.0,معمولي
آفرين گل,,1.0,معمولي
آفرين ماه,,1.0,بسيار نادر
آفرين مهر,,1.0,معمولي
آفرين ناز,,1.0,معمولي
آفرين نوش,,1.0,معمولي
آفريندخت,,1.0,معمولي
آفسانه,,1.0,معمولي
آفشيد,,1.0,بسيار نادر
آق بانو,,1.0,معمولي
آق گل,,1.0,معمولي
آقاجان,1.0,,معمولي
آقاگل,1.0,,معمولي
آقامير,1.0,,معمولي
آكام,1.0,,بسيار نادر
آكو,1.0,,بسيار نادر
آگا,1.0,,بسيار نادر
آگاهدخت,,1.0,بسيار نادر
آگرين,,1.0,بسيار نادر
آلا,1.0,1.0,معمولي
آلاء,,1.0,بسيار نادر
آلاگل,,1.0,بسيار نادر
آلاله,,1.0,معمولي
آلان قوا,,1.0,بسيار نادر
آلان گوا,,1.0,بسيار نادر
آلاوه,,1.0,بسيار نادر
آلب,1.0,,بسيار نادر
آلب ارسلان,1.0,,معمولي
آلب تكين,1.0,,بسيار نادر
آلبا,,1.0,بسيار نادر
آلپ ارسلان,1.0,,بسيار نادر
آلپ تكين,1.0,,بسيار نادر
آلتناي,,1.0,بسيار نادر
آلتون,,1.0,بسيار نادر
آلتونتاش,1.0,,بسيار نادر
آلتين,,1.0,بسيار نادر
آلتين گلين,,1.0,بسيار نادر
آلكا,1.0,1.0,بسيار نادر
آلما,,1.0,بسيار نادر
آلماز,,1.0,بسيار نادر
آلماگل,1.0,1.0,بسيار نادر
آلند,,1.0,بسيار نادر
آلنوش,,1.0,بسيار نادر
آلوگونه,,1.0,بسيار نادر
آليا,1.0,,بسيار نادر
آليس,,1.0,بسيار نادر
آليسا,,1.0,معمولي
آليش,,1.0,بسيار نادر
آليشان,1.0,1.0,بسيار نادر
آماتيس,,1.0,بسيار نادر
آماستريس,,1.0,بسيار نادر
آمال,,1.0,بسيار نادر
آمانج,1.0,,بسيار نادر
آماندا,1.0,,معمولي
آماندانا,,1.0,معمولي
آمتيس,,1.0,معمولي
آمستريس,,1.0,بسيار نادر
آمنه,,1.0,معمولي
آمنيد,1.0,,بسيار نادر
آموتيا,,1.0,بسيار نادر
آموي,1.0,,بسيار نادر
آميتريس,,1.0,بسيار نادر
آميتيدا,,1.0,بسيار نادر
آميتيس,,1.0,بسيار نادر
آمين,1.0,1.0,معمولي
آن,,1.0,بسيار نادر
آنا,,1.0,معمولي
آناشيد,,1.0,معمولي
آناگ,1.0,,بسيار نادر
آنالي,,1.0,معمولي
آناهيتا,,1.0,معمولي
آناهيد,,1.0,معمولي
آنتيگون,1.0,,بسيار نادر
آنديا,,1.0,بسيار نادر
آنسه,,1.0,بسيار نادر
آنو,,1.0,بسيار نادر
آنوش,,1.0,معمولي
آنوشا,,1.0,معمولي
آنوشه,1.0,,معمولي
آنيا,,1.0,معمولي
آنيتا,,1.0,معمولي
آنيس,,1.0,معمولي
آنيسا,1.0,1.0,معمولي
آنيل,1.0,,بسيار نادر
آوا,,1.0,پركاربرد
آوات,,1.0,بسيار نادر
آوادان,,1.0,بسيار نادر
آوادخت,,1.0,معمولي
آواديس,1.0,1.0,بسيار نادر
آوازه,,1.0,معمولي
آوام,,1.0,معمولي
آوانوش,,1.0,معمولي
آوشن,,1.0,بسيار نادر
آوگان,1.0,,بسيار نادر
آون,,1.0,بسيار نادر
آونگ,1.0,1.0,بسيار نادر
آوه,1.0,,بسيار نادر
آويد,1.0,1.0,بسيار نادر
آويده,,1.0,بسيار نادر
آوير,1.0,,بسيار نادر
آويز,1.0,1.0,بسيار نادر
آويزند,,1.0,بسيار نادر
آويزه,,1.0,بسيار نادر
آويژه,1.0,1.0,بسيار نادر
آويسا,,1.0,بسيار نادر
آويشن,,1.0,بسيار نادر
آويشه,,1.0,بسيار نادر
آوين,,1.0,بسيار نادر
آوينا,,1.0,بسيار نادر
آهار,,1.0,بسيار نادر
آهنگ,,1.0,معمولي
آهو,,1.0,معمولي
آهيد,,1.0,بسيار نادر
آهير,1.0,,بسيار نادر
آهيل,1.0,,بسيار نادر
آهين,1.0,,بسيار نادر
آي,,1.0,بسيار نادر
آي اوز,,1.0,بسيار نادر
آي بك,1.0,,بسيار نادر
آي بي بي,,1.0,بسيار نادر
آي پارا,,1.0,بسيار نادر
آي پري,,1.0,بسيار نادر
آي تركي ماه,,1.0,بسيار نادر
آي خانم,,1.0,بسيار نادر
آي سودا,,1.0,معمولي
آي نشان,,1.0,بسيار نادر
آيا تاي,,1.0,بسيار نادر
آيت,1.0,,معمولي
آيت الله,1.0,,معمولي
آيتا,,1.0,بسيار نادر
آيتاش,1.0,,بسيار نادر
آيتاي,,1.0,بسيار نادر
آيتغمش,1.0,,بسيار نادر
آيتك,,1.0,بسيار نادر
آيتكين,1.0,,بسيار نادر
آيتن,,1.0,بسيار نادر
آيتونا,1.0,,بسيار نادر
آيجان,,1.0,بسيار نادر
آيخان,1.0,,بسيار نادر
آيدا,,1.0,پركاربرد
آيدان,,1.0,بسيار نادر
آيدك,,1.0,بسيار نادر
آيدن,,1.0,بسيار نادر
آيدنگ,,1.0,بسيار نادر
آيدين,1.0,,بسيار نادر
آيريك,1.0,,بسيار نادر
آيرين,,1.0,معمولي
آيسا,,1.0,معمولي
آيسان,,1.0,معمولي
آيسل,,1.0,بسيار نادر
آيقان,1.0,,بسيار نادر
آيكان,1.0,,بسيار نادر
آيگل,,1.0,معمولي
آيگوزل,,1.0,معمولي
آيگين,,1.0,بسيار نادر
آيلا,1.0,1.0,بسيار نادر
آيلار,,1.0,معمولي
آيلما,,1.0,معمولي
آيلي,,1.0,بسيار نادر
آيلين,,1.0,پركاربرد
آيما,,1.0,معمولي
آين,1.0,1.0,بسيار نادر
آينا,,1.0,بسيار نادر
آيناز,,1.0,پركاربرد
آينور,,1.0,بسيار نادر
آيه,,1.0,بسيار نادر
آيهان,1.0,,بسيار نادر
آييژ,,1.0,بسيار نادر
آيين,1.0,1.0,معمولي
آيين گشسب,1.0,,بسيار نادر
آئيل,1.0,,بسيار نادر
بَخشا,1.0,,معمولي
بَدخشان,1.0,,بسيار نادر
بَرَسم,1.0,,بسيار نادر
بَرِشنوم,1.0,,بسيار نادر
بَرازمان,1.0,,بسيار نادر
بَرديا,1.0,,معمولي
بَرسام,1.0,,بسيار نادر
بَرمك,1.0,,بسيار نادر
بَگاداد,1.0,,بسيار نادر
بَگاش,1.0,,بسيار نادر
بَهاوند,1.0,,معمولي
بَهرامشاه,1.0,,بسيار نادر
بُرزو,1.0,,بسيار نادر
بُرزويه,1.0,,بسيار نادر
بُزرگمهر,1.0,,معمولي
بُندار,1.0,,بسيار نادر
بُنشاد,1.0,,بسيار نادر
بِهراد,1.0,,معمولي
بِهروز,1.0,,معمولي
بِهمرد,1.0,,معمولي
بابا,1.0,,بسيار نادر
بابان,,1.0,بسيار نادر
بابر,1.0,,بسيار نادر
بابك,1.0,,معمولي
بابوس,,1.0,بسيار نادر
بابوي,1.0,,بسيار نادر
بابيك,1.0,,بسيار نادر
بابيلان,,1.0,بسيار نادر
باپوك,1.0,,بسيار نادر
باپير,1.0,,بسيار نادر
باپيو,,1.0,بسيار نادر
باتوف,,1.0,بسيار نادر
باتيس,1.0,,بسيار نادر
باتينك,,1.0,بسيار نادر
باتينوك,,1.0,بسيار نادر
بادام,,1.0,بسيار نادر
بادامك,,1.0,بسيار نادر
بادان,1.0,,بسيار نادر
بادر,,1.0,بسيار نادر
بادرام,1.0,,بسيار نادر
بادليس,1.0,,بسيار نادر
بادينان,1.0,,بسيار نادر
باذان,1.0,,بسيار نادر
باراد,1.0,,بسيار نادر
باران,1.0,1.0,پركاربرد
باربُد,1.0,,معمولي
بارزان,1.0,1.0,بسيار نادر
بارسين,1.0,,بسيار نادر
بارش,1.0,1.0,معمولي
بارشين,1.0,,معمولي
بارلي,,1.0,بسيار نادر
بارمان,1.0,,بسيار نادر
بارنك,,1.0,بسيار نادر
بارنگ,,1.0,معمولي
باروشه,,1.0,بسيار نادر
باريز,,1.0,بسيار نادر
باريزان,,1.0,بسيار نادر
باريسان,1.0,,بسيار نادر
باريكان,1.0,,بسيار نادر
بارين,,1.0,بسيار نادر
بازان,,1.0,بسيار نادر
بازبان,1.0,,بسيار نادر
بازنه,,1.0,بسيار نادر
بازو,,1.0,بسيار نادر
بازور,,1.0,بسيار نادر
بازيار,1.0,,معمولي
بازيان,1.0,,بسيار نادر
باژار,1.0,,بسيار نادر
باژوران,,1.0,بسيار نادر
باژه,1.0,,بسيار نادر
باژير,,1.0,بسيار نادر
باسام,1.0,,بسيار نادر
باستان,1.0,,بسيار نادر
باستيان,,1.0,بسيار نادر
باستينگ,,1.0,بسيار نادر
باسكار,,1.0,بسيار نادر
باسكان,1.0,,بسيار نادر
باشار,1.0,,بسيار نادر
باشن,,1.0,بسيار نادر
باشو,1.0,,معمولي
باشوان,1.0,,بسيار نادر
باشور,1.0,,بسيار نادر
باشوك,1.0,,بسيار نادر
باشيلا,,1.0,معمولي
باغان,,1.0,بسيار نادر
باغبان,1.0,,بسيار نادر
بافرين,,1.0,بسيار نادر
باقر,1.0,,معمولي
باكوت,,1.0,بسيار نادر
باكور,1.0,,بسيار نادر
باگه,1.0,,بسيار نادر
بالا,1.0,,بسيار نادر
بالاچ,1.0,,بسيار نادر
بالبان,1.0,,بسيار نادر
بالك,1.0,,بسيار نادر
بالنده,1.0,1.0,بسيار نادر
بالوي,1.0,,بسيار نادر
بالويز,1.0,,بسيار نادر
باليده,,1.0,بسيار نادر
بالين,,1.0,بسيار نادر
بامداد,1.0,,معمولي
بامشاد,1.0,,معمولي
بامك,,1.0,بسيار نادر
بامگاه,1.0,,بسيار نادر
بامي,,1.0,بسيار نادر
باميك,,1.0,بسيار نادر
بامين,,1.0,بسيار نادر
بانگ,1.0,,بسيار نادر
بانو,,1.0,معمولي
بانواز,,1.0,بسيار نادر
بانوگشسب,,1.0,بسيار نادر
باني,1.0,,بسيار نادر
بانيپال,1.0,,بسيار نادر
باوا,1.0,,بسيار نادر
باوان,,1.0,بسيار نادر
باور,1.0,1.0,معمولي
باوشين,,1.0,بسيار نادر
باوند,,1.0,بسيار نادر
باوين,,1.0,بسيار نادر
باهرام,1.0,,بسيار نادر
باهك,1.0,,بسيار نادر
باهنر,1.0,,معمولي
باهوز,1.0,,بسيار نادر
باهيف,1.0,,بسيار نادر
بايا,1.0,,بسيار نادر
بايتگين,1.0,,بسيار نادر
بايخ,,1.0,بسيار نادر
بايرام,1.0,,معمولي
بايزيد,1.0,,بسيار نادر
بايف,1.0,,بسيار نادر
بايگان,1.0,,بسيار نادر
ببك,1.0,,بسيار نادر
بتام,1.0,,بسيار نادر
بتاو,1.0,,بسيار نادر
بتسابه,,1.0,بسيار نادر
بتمان,,1.0,بسيار نادر
بتول,,1.0,معمولي
بتين,,1.0,بسيار نادر
بثريك,1.0,,بسيار نادر
بجرگ,1.0,,بسيار نادر
بچكول,,1.0,بسيار نادر
بحيرا,1.0,,بسيار نادر
بخت آفريد,,1.0,بسيار نادر
بخت آفرين,1.0,,معمولي
بختوان,,1.0,بسيار نادر
بختور,,1.0,بسيار نادر
بختيار,1.0,,بسيار نادر
بختياري,1.0,,بسيار نادر
بخش علي,1.0,,بسيار نادر
بخشان,1.0,,بسيار نادر
بخشين,,1.0,بسيار نادر
بخشينر,1.0,,بسيار نادر
بدرالدين,1.0,,معمولي
بدره,1.0,,معمولي
بدري,,1.0,معمولي
بدن گل,,1.0,بسيار نادر
بديع الزمان,1.0,,بسيار نادر
برات,1.0,,معمولي
براخاس,1.0,,بسيار نادر
براخاص,1.0,,بسيار نادر
برادر,1.0,,بسيار نادر
برادوست,1.0,,بسيار نادر
برام,1.0,,بسيار نادر
برانوش,1.0,,معمولي
براو,1.0,,بسيار نادر
براهام,1.0,,بسيار نادر
براهيم,1.0,,معمولي
برآلين,1.0,,بسيار نادر
برپرس,1.0,,بسيار نادر
برتاو,1.0,,بسيار نادر
برتن,1.0,,بسيار نادر
برته,1.0,,بسيار نادر
برجاسپ,1.0,,بسيار نادر
برچاو,1.0,,بسيار نادر
برداش,1.0,,بسيار نادر
بردان,1.0,,معمولي
بردبار,,1.0,بسيار نادر
بردل,1.0,,بسيار نادر
برديس,1.0,,معمولي
برز,1.0,,بسيار نادر
برزام,1.0,,بسيار نادر
برزان,1.0,,بسيار نادر
برزاو,1.0,,بسيار نادر
